Subject,Status,Start Time,End Time,Size,Read,Transferred,Duration
MAWF,Success,下午 01:17:57,下午 02:12:30,400 GB,246.1 GB,636 MB,0:54:33
MAWF,Success,下午 04:17:50,下午 05:22:08,400 GB,246.1 GB,434.5 MB,1:04:17
MAWF,Success,下午 07:17:53,下午 08:12:49,400 GB,246.1 GB,226 MB,0:54:55
MAWF,Success,上午 07:18:01,上午 08:13:23,400 GB,246.1 GB,234 MB,0:55:21
MAWF,Success,上午 10:17:54,上午 11:07:30,400 GB,246.1 GB,402 MB,0:49:36
MAWF,Success,下午 04:17:54,下午 05:40:51,400 GB,246.1 GB,512 MB,1:22:57
MAWF,Success,下午 08:18:05,下午 09:40:06,400 GB,246.1 GB,228 MB,1:22:00
MAWF,Success,上午 03:17:58,上午 06:19:23,400 GB,246.1 GB,967 MB,3:01:24
SECOM,Success,上午 06:28:14,上午 08:39:17,931.5 GB,458.7 GB,1023.7 MB,2:11:03
MAWF,Success,下午 12:17:54,下午 01:50:11,400 GB,246.1 GB,313.5 MB,1:32:16
SECOM,Success,下午 07:28:08,下午 10:24:30,931.5 GB,458.9 GB,422.7 MB,2:56:21
MAWF,Success,下午 10:18:02,下午 11:38:50,400 GB,246.1 GB,218.5 MB,1:20:48
MAWF,Success,上午 06:18:05,上午 07:28:50,400 GB,246.2 GB,286 MB,1:10:45
SECOM,Success,上午 06:28:09,上午 09:02:59,931.5 GB,458.8 GB,274.7 MB,2:34:49
MAWF,Success,上午 10:18:04,上午 11:20:15,400 GB,246.2 GB,189 MB,1:02:11
SECOM,Success,上午 11:28:07,下午 01:29:49,931.5 GB,458.9 GB,220.7 MB,2:01:42
MAWF,Success,下午 04:18:05,下午 05:26:09,400 GB,246.2 GB,392 MB,1:08:03
MAWF,Success,下午 08:18:11,下午 09:42:58,400 GB,246.2 GB,183 MB,1:24:46
MAWF,Success,上午 12:34:42,上午 03:28:25,400 GB,265.5 GB,19.8 GB,2:53:43
MAWF,Success,上午 06:18:05,上午 07:23:20,400 GB,246.2 GB,353.5 MB,1:05:15
MAWF,Success,上午 10:17:47,上午 11:40:36,400 GB,246.2 GB,170.5 MB,1:22:48
MAWF,Success,下午 06:29:31,下午 07:53:28,400 GB,246.2 GB,374 MB,1:23:57
SECOM,Success,下午 05:28:09,下午 07:45:54,931.5 GB,458.9 GB,324.2 MB,2:17:44
MAWF,Success,下午 10:17:51,下午 11:27:59,400 GB,246.2 GB,191.5 MB,1:10:07
SECOM,Success,下午 10:27:55,上午 01:48:13,931.5 GB,459 GB,219.2 MB,3:20:17
SECOM,Success,上午 04:28:13,上午 06:30:04,931.5 GB,459 GB,501.7 MB,2:01:51
MAWF,Success,上午 05:18:01,上午 06:37:41,400 GB,246.2 GB,418.5 MB,1:19:40
MAWF,Success,上午 09:17:58,上午 11:28:43,400 GB,246.2 GB,228 MB,2:10:44
SECOM,Success,下午 08:28:12,下午 11:24:31,931.5 GB,459.1 GB,248.7 MB,2:56:18
MAWF,Success,上午 06:18:05,上午 07:45:11,400 GB,246.3 GB,324 MB,1:27:06
MAWF,Success,上午 09:17:50,上午 11:41:07,400 GB,246.3 GB,275.5 MB,2:23:16
MAWF,Success,下午 02:17:44,下午 04:16:16,400 GB,246.3 GB,360 MB,1:58:32
MAWF,Success,下午 07:27:17,下午 09:02:48,400 GB,246.4 GB,408 MB,1:35:31
MAWF,Success,下午 11:18:03,上午 12:44:48,400 GB,246.4 GB,156 MB,1:26:45
SECOM,Success,下午 11:28:06,上午 02:20:31,931.5 GB,460.2 GB,415.3 MB,2:52:25
SECOM,Success,上午 06:27:56,上午 09:18:58,931.5 GB,459.5 GB,327.3 MB,2:51:02
MAWF,Success,下午 12:17:50,下午 02:41:13,400 GB,246.4 GB,403.5 MB,2:23:23
MAWF,Success,下午 05:36:47,下午 07:27:10,400 GB,246.4 GB,626.5 MB,1:50:23
MAWF,Success,下午 10:17:52,上午 12:01:08,400 GB,246.4 GB,164 MB,1:43:16
MAWF,Success,上午 02:18:11,上午 05:05:49,400 GB,246.4 GB,560.5 MB,2:47:37
MAWF,Success,上午 07:18:11,上午 09:27:06,400 GB,246.4 GB,220 MB,2:08:54
MAWF,Success,上午 11:18:06,下午 12:50:57,400 GB,246.9 GB,473.1 MB,1:32:51
MAWF,Success,下午 12:18:06,下午 01:23:14,400 GB,247 GB,332.1 MB,1:05:08
SECOM,Success,上午 11:28:15,下午 01:48:22,931.5 GB,459.8 GB,598.8 MB,2:20:07
MAWF,Success,下午 09:18:06,下午 11:54:08,400 GB,247.1 GB,195.1 MB,2:36:01
MAWF,Success,上午 08:18:07,上午 10:48:15,400 GB,247.1 GB,293.1 MB,2:30:07
MAWF,Success,下午 12:17:51,下午 01:50:39,400 GB,247.1 GB,178.1 MB,1:32:48
MAWF,Success,下午 07:18:03,下午 08:26:01,400 GB,247.1 GB,311.1 MB,1:07:58
SECOM,Success,下午 07:28:06,下午 10:02:23,931.5 GB,460.1 GB,356.8 MB,2:34:16
MAWF,Success,下午 10:18:02,上午 12:10:52,400 GB,247.1 GB,163.1 MB,1:52:50
MAWF,Success,上午 07:17:43,上午 08:27:17,400 GB,247.2 GB,266.1 MB,1:09:34
MAWF,Success,上午 11:17:40,下午 12:42:56,400 GB,247.2 GB,147.1 MB,1:25:16
SECOM,Success,下午 02:27:44,下午 04:32:56,931.5 GB,460.1 GB,592.8 MB,2:05:12
MAWF,Success,下午 11:18:10,上午 01:55:17,400 GB,247.2 GB,182.1 MB,2:37:07
MAWF,Success,上午 11:18:03,下午 01:19:20,400 GB,247.3 GB,545.1 MB,2:01:16
MAWF,Success,下午 08:18:11,下午 09:20:12,400 GB,247.3 GB,303.1 MB,1:02:01
SECOM,Success,下午 11:28:05,上午 01:36:25,931.5 GB,460.3 GB,398.3 MB,2:08:19
MAWF,Success,上午 12:34:10,上午 03:53:54,400 GB,266.7 GB,21.2 GB,3:19:43
MAWF,Success,上午 07:17:45,上午 08:49:46,400 GB,247.3 GB,270.6 MB,1:32:01
MAWF,Success,上午 10:18:02,下午 12:18:55,400 GB,247.3 GB,408.6 MB,2:00:52
MAWF,Success,下午 03:36:43,下午 05:27:37,400 GB,247.3 GB,1.2 GB,1:50:53
SECOM,Success,上午 05:27:55,上午 07:46:05,931.5 GB,461.3 GB,1.4 GB,2:18:10
MAWF,Success,上午 10:18:02,下午 12:58:30,400 GB,248 GB,473.1 MB,2:40:27
SECOM,Success,下午 02:27:53,下午 04:38:58,931.5 GB,461.5 GB,684.9 MB,2:11:05
MAWF,Success,下午 11:18:48,上午 02:06:56,400 GB,248 GB,83.6 MB,2:48:07
MAWF,Success,上午 11:18:10,下午 12:23:53,400 GB,248.2 GB,598.6 MB,1:05:42
SECOM,Success,下午 12:28:09,下午 02:31:51,931.5 GB,463.6 GB,336.5 MB,2:03:42
MAWF,Success,下午 03:18:07,下午 04:58:19,400 GB,248.2 GB,634.6 MB,1:40:12
MAWF,Success,下午 06:19:04,下午 08:11:14,400 GB,248.2 GB,1.5 GB,1:52:10
SECOM,Success,下午 05:27:49,下午 08:34:13,931.5 GB,463.7 GB,431 MB,3:06:24
MAWF,Success,下午 11:17:51,上午 01:45:42,400 GB,248.6 GB,572.2 MB,2:27:50
MAWF,Success,下午 04:38:25,下午 06:07:47,400 GB,248.9 GB,1.1 GB,1:29:22
SECOM,Success,下午 08:27:46,下午 11:55:57,931.5 GB,464.2 GB,600 MB,3:28:10
MAWF,Success,上午 02:17:50,上午 04:57:42,400 GB,248.9 GB,501.2 MB,2:39:51
MAWF,Success,上午 07:18:04,上午 08:42:42,400 GB,248.9 GB,196.2 MB,1:24:38
SECOM,Success,上午 10:27:52,下午 12:36:42,931.5 GB,464.2 GB,413.5 MB,2:08:50
MAWF,Success,上午 11:17:52,下午 12:42:13,400 GB,248.9 GB,144.2 MB,1:24:21
MAWF,Success,下午 03:17:53,下午 05:29:34,400 GB,248.9 GB,476.7 MB,2:11:40
MAWF,Success,下午 07:18:11,下午 09:29:40,400 GB,248.9 GB,229.2 MB,2:11:29
SECOM,Success,上午 05:28:06,上午 07:37:19,931.5 GB,462 GB,596.9 MB,2:09:13
SECOM,Success,上午 05:28:06,上午 07:37:19,931.5 GB,462 GB,596.9 MB,2:09:13
MAWF,Success,上午 10:18:07,下午 12:33:22,400 GB,248.9 GB,166.2 MB,2:15:15
SECOM,Success,下午 04:27:53,下午 06:30:32,931.5 GB,461.9 GB,540.9 MB,2:02:38
MAWF,Success,下午 05:17:47,下午 06:35:54,400 GB,248.9 GB,770.7 MB,1:18:06
MAWF,Success,下午 12:17:57,下午 01:35:00,400 GB,248.8 GB,944.2 MB,1:17:03
MAWF,Success,下午 04:17:54,下午 06:39:35,400 GB,248.8 GB,534.2 MB,2:21:40
MAWF,Success,下午 01:17:58,下午 03:03:49,400 GB,248.7 GB,246.2 MB,1:45:51
SECOM,Success,下午 01:28:01,下午 03:33:15,931.5 GB,462.1 GB,282.4 MB,2:05:13
MAWF,Success,下午 04:18:12,下午 05:08:52,400 GB,248.7 GB,448.2 MB,0:50:40
MAWF,Success,下午 10:17:46,下午 11:48:39,400 GB,248.7 GB,170.7 MB,1:30:52
MAWF,Success,上午 08:17:58,上午 09:43:41,400 GB,248.8 GB,358.2 MB,1:25:42
MAWF,Success,下午 12:18:09,下午 01:43:37,400 GB,248.8 GB,385.7 MB,1:25:28
SECOM,Success,下午 12:27:56,下午 03:01:30,931.5 GB,462.4 GB,311.9 MB,2:33:34
MAWF,Success,上午 09:18:09,上午 10:32:14,400 GB,248.9 GB,465.2 MB,1:14:04
SECOM,Success,上午 08:28:06,上午 10:36:44,931.5 GB,462.7 GB,728 MB,2:08:38
MAWF,Success,上午 09:17:57,上午 10:40:02,400 GB,248.9 GB,412.2 MB,1:22:04
MAWF,Success,下午 06:18:11,下午 08:33:04,400 GB,248.9 GB,1.7 GB,2:14:52
MAWF,Success,下午 10:19:34,下午 11:28:11,400 GB,244.3 GB,289.9 MB,1:08:37
MAWF,Success,上午 07:19:23,上午 07:23:36,400 GB,204.5 MB,199.3 MB,0:04:13
MAWF,Success,下午 02:37:41,下午 05:17:34,400 GB,248.5 GB,760.7 MB,2:39:52
MAWF,Success,下午 11:18:12,上午 12:58:26,400 GB,248.6 GB,237.7 MB,1:40:13
SECOM,Success,下午 05:27:49,下午 07:25:33,931.5 GB,463.2 GB,215.5 MB,1:57:43
MAWF,Success,下午 06:29:35,下午 07:43:17,400 GB,248.6 GB,203.2 MB,1:13:41
MAWF,Success,下午 10:18:06,上午 12:44:45,400 GB,248.6 GB,157.7 MB,2:26:39
MAWF,Success,下午 06:18:05,下午 07:28:26,400 GB,248.8 GB,831.2 MB,1:10:20
MAWF,Success,下午 10:18:13,下午 11:42:44,400 GB,248.8 GB,178.2 MB,1:24:30
MAWF,Success,下午 03:18:11,下午 04:27:21,400 GB,248.8 GB,641.2 MB,1:09:09
SECOM,Success,下午 04:28:12,下午 06:44:46,931.5 GB,464.5 GB,787.6 MB,2:16:34
MAWF,Success,下午 07:18:07,下午 08:42:31,400 GB,248.8 GB,210.2 MB,1:24:23
MAWF,Success,下午 10:17:57,下午 11:12:53,400 GB,248.8 GB,155.7 MB,0:54:55
SECOM,Success,下午 10:28:01,上午 01:11:37,931.5 GB,464.5 GB,343.1 MB,2:43:35
SECOM,Success,上午 03:27:55,上午 05:31:05,931.5 GB,464 GB,194.5 MB,2:03:10
MAWF,Success,上午 03:17:47,上午 06:18:36,400 GB,248.9 GB,664.7 MB,3:00:48
MAWF,Success,上午 09:18:16,上午 10:27:51,400 GB,248.9 GB,401.2 MB,1:09:35
SECOM,Success,上午 09:27:49,上午 11:50:00,931.5 GB,464.3 GB,357 MB,2:22:11
MAWF,Success,下午 05:17:46,下午 06:43:10,400 GB,248.9 GB,748.2 MB,1:25:24
SECOM,Success,下午 07:27:53,下午 11:11:31,931.5 GB,464.5 GB,674.6 MB,3:43:37
MAWF,Success,上午 05:19:30,上午 05:24:14,400 GB,197.5 MB,186.3 MB,0:04:43
SECOM,Success,上午 04:27:54,上午 05:47:02,931.5 GB,466.2 GB,387.2 MB,1:19:07
MAWF,Success,上午 06:17:56,上午 07:45:46,400 GB,248.9 GB,221.7 MB,1:27:49
MAWF,Success,上午 09:18:08,上午 10:41:04,400 GB,248.9 GB,325.7 MB,1:22:55
MAWF,Success,下午 12:17:55,下午 01:48:34,400 GB,248.9 GB,594.7 MB,1:30:38
MAWF,Success,下午 04:17:58,下午 05:25:20,400 GB,248.9 GB,333.2 MB,1:07:22
SECOM,Success,下午 03:27:46,下午 05:39:35,931.5 GB,466.3 GB,425.2 MB,2:11:48
MAWF,Success,下午 08:18:18,下午 10:29:55,400 GB,248.9 GB,283.2 MB,2:11:36
MAWF,Success,下午 12:20:08,下午 02:15:38,400 GB,248.9 GB,259.2 MB,1:55:30
SECOM,Success,下午 04:27:48,下午 06:36:42,931.5 GB,466.2 GB,368.2 MB,2:08:54
MAWF,Success,下午 05:30:11,下午 06:49:27,400 GB,248.9 GB,252.7 MB,1:19:16
MAWF,Success,上午 09:17:45,上午 10:35:40,400 GB,248.9 GB,313.7 MB,1:17:54
MAWF,Success,下午 01:17:59,下午 03:37:04,400 GB,248.9 GB,264.7 MB,2:19:05
MAWF,Success,下午 05:18:09,下午 07:15:05,400 GB,248.9 GB,572.7 MB,1:56:55
SECOM,Success,下午 07:27:53,下午 10:53:48,931.5 GB,464.5 GB,315.1 MB,3:25:55
MAWF,Success,下午 04:18:10,下午 05:41:44,400 GB,248.9 GB,143.2 MB,1:23:33
SECOM,Success,上午 07:27:55,上午 10:12:27,931.5 GB,465.4 GB,327.1 MB,2:44:31
MAWF,Success,上午 09:17:45,上午 10:41:50,400 GB,249 GB,247.7 MB,1:24:05
MAWF,Success,下午 01:17:58,下午 03:01:11,400 GB,249 GB,468.7 MB,1:43:13
MAWF,Success,下午 05:18:08,下午 06:31:24,400 GB,249 GB,1.6 GB,1:13:15
SECOM,Success,下午 05:27:55,下午 07:44:41,931.5 GB,465.5 GB,786.6 MB,2:16:46
MAWF,Success,下午 08:18:01,下午 09:44:26,400 GB,249 GB,198.7 MB,1:26:24
MAWF,Success,下午 11:18:07,上午 12:55:52,400 GB,249 GB,156.2 MB,1:37:45
MAWF,Success,上午 11:32:42,下午 02:20:31,400 GB,248.9 GB,2 GB,2:47:49
SECOM,Success,上午 11:32:42,下午 03:23:48,931.5 GB,389.3 GB,1.3 GB,3:51:06
MAWF,Success,上午 09:36:55,上午 11:39:19,400 GB,249 GB,1.2 GB,2:02:24
MAWF,Success,上午 09:18:09,上午 10:33:50,400 GB,249.1 GB,292.7 MB,1:15:41
MAWF,Success,下午 12:17:48,下午 02:04:29,400 GB,249.1 GB,257.7 MB,1:46:40
MAWF,Success,下午 05:18:16,下午 06:29:00,400 GB,249.1 GB,1 GB,1:10:43
SECOM,Success,下午 05:27:50,下午 08:02:49,931.5 GB,468.6 GB,358.8 MB,2:34:59
SECOM,Success,下午 10:27:58,上午 01:08:40,931.5 GB,468.6 GB,197.8 MB,2:40:41
MAWF,Success,上午 10:17:45,上午 11:36:33,400 GB,249.2 GB,254.2 MB,1:18:48
MAWF,Success,下午 05:18:04,下午 07:30:47,400 GB,249.2 GB,696.2 MB,2:12:42
MAWF,Success,上午 12:33:54,上午 04:10:02,400 GB,269 GB,20.9 GB,3:36:07
SECOM,Success,上午 03:27:51,上午 06:39:26,931.5 GB,468.4 GB,352.3 MB,3:11:35
MAWF,Success,上午 10:18:08,上午 11:26:01,400 GB,249.4 GB,180.7 MB,1:07:53
SECOM,Success,上午 10:27:41,下午 12:46:50,931.5 GB,468.5 GB,341.3 MB,2:19:08
MAWF,Success,下午 04:17:39,下午 06:09:34,400 GB,249.4 GB,133.2 MB,1:51:55
MAWF,Success,下午 09:18:02,下午 10:38:50,400 GB,249.4 GB,172.7 MB,1:20:47
MAWF,Success,上午 09:17:54,上午 10:26:42,400 GB,249.4 GB,124.7 MB,1:08:48
SECOM,Success,下午 12:28:12,下午 02:33:49,931.5 GB,466.7 GB,224.2 MB,2:05:37
MAWF,Success,下午 01:17:57,下午 02:46:32,400 GB,249.4 GB,133.2 MB,1:28:35
MAWF,Success,下午 05:18:06,下午 07:29:38,400 GB,249.4 GB,598.2 MB,2:11:32
MAWF,Success,下午 11:18:02,上午 01:05:54,400 GB,249.4 GB,146.7 MB,1:47:52
SECOM,Success,下午 11:28:05,上午 02:51:31,931.5 GB,466.6 GB,317.7 MB,3:23:26
SECOM,Success,下午 12:27:47,下午 02:33:10,931.5 GB,466.7 GB,213.7 MB,2:05:22
MAWF,Success,下午 02:18:00,下午 03:22:04,400 GB,249.4 GB,308.7 MB,1:04:04
SECOM,Success,下午 05:28:00,下午 07:23:52,931.5 GB,466.7 GB,737.2 MB,1:55:51
MAWF,Success,下午 06:18:06,下午 07:35:42,400 GB,249.4 GB,323.7 MB,1:17:36
MAWF,Success,下午 10:18:06,上午 12:45:33,400 GB,249.4 GB,176.2 MB,2:27:26
MAWF,Success,上午 09:18:06,上午 10:06:49,400 GB,249.4 GB,189.2 MB,0:48:42
SECOM,Success,上午 11:28:00,下午 01:42:38,931.5 GB,468.5 GB,242.3 MB,2:14:37
MAWF,Success,下午 06:30:26,下午 07:53:25,400 GB,249.4 GB,215.7 MB,1:22:59
MAWF,Success,下午 10:17:47,下午 11:29:12,400 GB,249.4 GB,163.2 MB,1:11:25
SECOM,Success,下午 10:27:51,上午 01:02:04,931.5 GB,468.6 GB,226.8 MB,2:34:13
MAWF,Success,上午 11:18:04,下午 12:51:04,400 GB,250 GB,324.8 MB,1:32:59
MAWF,Success,下午 07:32:14,下午 08:46:47,400 GB,250.3 GB,637.3 MB,1:14:33
SECOM,Success,下午 10:27:47,上午 12:42:55,931.5 GB,467 GB,296.2 MB,2:15:07
MAWF,Success,下午 11:33:52,上午 01:04:59,400 GB,250.5 GB,110.8 MB,1:31:07
SECOM,Success,上午 03:28:00,上午 05:59:25,931.5 GB,467 GB,346.7 MB,2:31:24
MAWF,Success,下午 05:18:02,下午 06:29:46,400 GB,250.6 GB,1.4 GB,1:11:43
SECOM,Success,下午 05:28:06,下午 07:53:14,931.5 GB,467 GB,1.4 GB,2:25:08
MAWF,Success,下午 08:18:14,下午 09:46:35,400 GB,250.6 GB,525.3 MB,1:28:21
SECOM,Success,下午 11:27:53,上午 01:34:12,931.5 GB,467 GB,197.2 MB,2:06:19
MAWF,Success,上午 12:34:54,上午 04:15:27,400 GB,270.3 GB,20.9 GB,3:40:33
MAWF,Success,上午 05:17:42,上午 08:42:10,400 GB,250.6 GB,497.8 MB,3:24:28
SECOM,Success,上午 10:28:02,下午 12:28:17,931.5 GB,467 GB,271.7 MB,2:00:15
MAWF,Success,上午 11:17:57,下午 12:36:37,400 GB,250.6 GB,617.8 MB,1:18:40
MAWF,Success,下午 03:18:04,下午 05:37:40,400 GB,250.6 GB,1.2 GB,2:19:35
MAWF,Success,下午 07:17:57,下午 08:44:09,400 GB,250.7 GB,253.3 MB,1:26:12
MAWF,Success,下午 10:18:10,下午 11:29:49,400 GB,250.7 GB,172.8 MB,1:11:38
SECOM,Success,下午 10:27:44,上午 01:05:54,931.5 GB,467.1 GB,294.2 MB,2:38:10
MAWF,Success,上午 08:19:42,上午 10:08:47,400 GB,250.7 GB,73.8 MB,1:49:05
MAWF,Success,下午 08:37:26,下午 11:04:02,400 GB,250.7 GB,106.8 MB,2:26:35
MAWF,Success,上午 09:18:13,上午 10:36:58,400 GB,250.8 GB,211.3 MB,1:18:45
MAWF,Success,下午 12:17:57,下午 01:41:46,400 GB,250.8 GB,133.3 MB,1:23:48
MAWF,Success,下午 03:18:58,下午 05:17:03,400 GB,250.8 GB,236.8 MB,1:58:04
SECOM,Success,下午 07:27:58,下午 09:18:50,931.5 GB,467.3 GB,219.7 MB,1:50:51
MAWF,Success,下午 08:17:54,下午 09:33:49,400 GB,250.8 GB,167.8 MB,1:15:54
MAWF,Success,下午 11:18:48,上午 01:23:00,400 GB,250.8 GB,119.3 MB,2:04:12
SECOM,Success,上午 12:27:50,上午 04:17:02,931.5 GB,469.5 GB,3.1 GB,3:49:12
SECOM,Success,上午 06:27:57,上午 08:52:20,931.5 GB,469.5 GB,305.4 MB,2:24:22
MAWF,Success,上午 08:17:57,上午 09:34:08,400 GB,250.6 GB,259.8 MB,1:16:10
MAWF,Success,下午 12:18:10,下午 02:20:59,400 GB,250.6 GB,482.3 MB,2:02:48
MAWF,Success,下午 04:19:09,下午 06:10:27,400 GB,250.6 GB,425.3 MB,1:51:18
MAWF,Success,下午 09:17:47,下午 10:35:41,400 GB,250.6 GB,193.3 MB,1:17:54
MAWF,Success,上午 09:18:11,上午 10:38:09,400 GB,250.6 GB,403.3 MB,1:19:57
MAWF,Success,下午 09:24:18,下午 10:45:19,400 GB,250.7 GB,190.8 MB,1:21:01
SECOM,Success,上午 06:27:59,上午 08:40:14,931.5 GB,467.4 GB,263.2 MB,2:12:14
SECOM,Success,上午 06:27:59,上午 08:40:14,931.5 GB,467.4 GB,263.2 MB,2:12:14
MAWF,Success,上午 09:18:06,上午 10:42:24,400 GB,250.7 GB,334.3 MB,1:24:18
SECOM,Success,上午 11:27:42,下午 01:29:12,931.5 GB,467.5 GB,211.7 MB,2:01:30
MAWF,Success,下午 01:17:53,下午 02:28:54,400 GB,250.7 GB,379.3 MB,1:11:00
SECOM,Success,下午 04:27:48,下午 06:27:53,931.5 GB,467.5 GB,586.3 MB,2:00:05
MAWF,Success,下午 05:17:42,下午 06:39:00,400 GB,250.7 GB,923.3 MB,1:21:18
MAWF,Success,下午 09:18:25,下午 11:54:20,400 GB,250.7 GB,145.3 MB,2:35:55
MAWF,Success,上午 10:18:05,下午 12:06:37,400 GB,250.7 GB,378.8 MB,1:48:32
MAWF,Success,下午 04:30:38,下午 05:16:29,400 GB,250.7 GB,855.8 MB,0:45:51
MAWF,Success,下午 08:18:02,下午 09:40:39,400 GB,250.8 GB,305.3 MB,1:22:36
SECOM,Success,下午 07:27:48,下午 09:49:19,931.5 GB,467.6 GB,277.3 MB,2:21:30
MAWF,Success,上午 08:17:44,上午 09:43:53,400 GB,250.8 GB,147.3 MB,1:26:09
SECOM,Success,上午 11:27:57,下午 01:01:25,931.5 GB,467.6 GB,273.3 MB,1:33:27
MAWF,Success,下午 12:18:18,下午 01:55:29,400 GB,250.8 GB,338.3 MB,1:37:10
MAWF,Success,下午 04:17:46,下午 05:28:40,400 GB,250.8 GB,474.3 MB,1:10:53
SECOM,Success,下午 04:27:50,下午 06:58:36,931.5 GB,467.6 GB,618.8 MB,2:30:46
MAWF,Success,下午 07:18:11,下午 09:12:47,400 GB,250.8 GB,298.3 MB,1:54:36
MAWF,Success,上午 09:18:13,上午 10:26:32,400 GB,251.2 GB,545.8 MB,1:08:18
SECOM,Success,上午 09:27:47,上午 11:46:59,931.5 GB,467.7 GB,253.3 MB,2:19:12
MAWF,Success,下午 02:17:53,下午 03:26:37,400 GB,251.2 GB,337.8 MB,1:08:43
SECOM,Success,下午 02:28:03,下午 04:58:29,931.5 GB,467.7 GB,635.3 MB,2:30:25
MAWF,Success,下午 11:17:54,上午 12:51:20,400 GB,251.2 GB,242.8 MB,1:33:26
SECOM,Success,上午 07:28:03,上午 10:16:04,931.5 GB,468.5 GB,259.8 MB,2:48:01
MAWF,Success,上午 10:18:02,上午 11:43:20,400 GB,251.2 GB,354.8 MB,1:25:18
SECOM,Success,下午 12:27:57,下午 03:53:27,931.5 GB,468.5 GB,685.8 MB,3:25:30
MAWF,Success,下午 02:17:42,下午 04:20:33,400 GB,251.2 GB,349.3 MB,2:02:51
MAWF,Success,上午 09:17:50,上午 10:41:28,400 GB,251.2 GB,355.8 MB,1:23:37
MAWF,Success,下午 01:34:15,下午 02:40:48,400 GB,251.2 GB,928.8 MB,1:06:33
MAWF,Success,上午 08:18:12,上午 10:21:08,400 GB,251.2 GB,184.8 MB,2:02:55
MAWF,Success,下午 01:17:55,下午 03:40:54,400 GB,251.2 GB,193.3 MB,2:22:58
MAWF,Success,下午 05:17:47,下午 07:50:28,400 GB,251.2 GB,811.8 MB,2:32:40
MAWF,Success,下午 11:17:47,上午 12:42:54,400 GB,251.2 GB,177.3 MB,1:25:06
SECOM,Success,下午 11:27:56,上午 02:16:30,931.5 GB,469.1 GB,145.8 MB,2:48:33
MAWF,Success,上午 10:17:58,下午 12:23:05,400 GB,251.2 GB,462.8 MB,2:05:06
MAWF,Success,下午 02:20:17,下午 03:54:07,400 GB,251.2 GB,578.3 MB,1:33:50
MAWF,Success,下午 10:17:46,下午 11:25:53,400 GB,251.3 GB,165.3 MB,1:08:07
SECOM,Success,下午 10:27:55,上午 01:23:44,931.5 GB,470.9 GB,1.4 GB,2:55:48
SECOM,Success,上午 04:28:05,上午 06:20:57,931.5 GB,468.2 GB,803.8 MB,1:52:51
MAWF,Success,下午 01:17:48,下午 02:56:46,400 GB,251.3 GB,325.8 MB,1:38:58
SECOM,Success,下午 04:28:12,下午 06:42:33,931.5 GB,468.8 GB,1.4 GB,2:14:20
MAWF,Success,下午 05:31:54,下午 06:49:15,400 GB,251.4 GB,452.3 MB,1:17:21
MAWF,Success,下午 09:18:17,下午 11:33:19,400 GB,251.4 GB,155.8 MB,2:15:02
MAWF,Success,上午 03:17:45,上午 06:05:33,400 GB,251.4 GB,520.3 MB,2:47:47
SECOM,Success,上午 11:28:14,下午 01:36:29,931.5 GB,468.8 GB,635.8 MB,2:08:15
MAWF,Success,下午 04:18:10,下午 06:27:45,400 GB,251.4 GB,1.4 GB,2:09:35
MAWF,Success,下午 08:17:55,下午 10:14:07,400 GB,251.4 GB,193.3 MB,1:56:11
