Subject,Status,Start Time,End Time,Size,Read,Transferred,Duration
SECOM,Success,下午 10:28:08,上午 01:17:37,931.5 GB,468.8 GB,142.8 MB,2:49:29
SECOM,Success,上午 05:27:59,上午 07:44:35,931.5 GB,471.3 GB,376 MB,2:16:36
MAWF,Success,下午 12:17:43,下午 01:23:53,400 GB,251.4 GB,154.3 MB,1:06:10
MAWF,Success,下午 04:17:48,下午 06:17:08,400 GB,251.4 GB,295.3 MB,1:59:19
MAWF,Success,下午 09:17:50,下午 11:32:50,400 GB,251.4 GB,195.8 MB,2:14:59
MAWF,Success,下午 05:17:53,下午 07:30:57,400 GB,251.4 GB,773.8 MB,2:13:04
SECOM,Success,上午 05:27:57,上午 08:57:23,931.5 GB,468.9 GB,283.3 MB,3:29:25
MAWF,Success,下午 03:17:59,下午 05:26:02,400 GB,251.5 GB,838.4 MB,2:08:03
SECOM,Success,下午 05:28:03,下午 07:41:42,931.5 GB,469 GB,302.3 MB,2:13:38
MAWF,Success,上午 10:17:52,上午 11:29:20,400 GB,251.5 GB,480.8 MB,1:11:27
SECOM,Success,上午 10:28:01,下午 12:54:32,931.5 GB,469.1 GB,730.9 MB,2:26:31
MAWF,Success,下午 01:17:43,下午 03:29:39,400 GB,251.5 GB,227.8 MB,2:11:55
SECOM,Success,下午 03:27:57,下午 05:43:42,931.5 GB,469.1 GB,880.9 MB,2:15:44
MAWF,Success,下午 10:17:55,下午 11:40:19,400 GB,251.5 GB,277.3 MB,1:22:24
MAWF,Success,上午 09:17:54,上午 11:32:43,400 GB,251.6 GB,334.3 MB,2:14:49
MAWF,Success,下午 02:42:52,下午 04:45:31,400 GB,251.6 GB,264.8 MB,2:02:39
MAWF,Success,下午 11:18:06,上午 12:42:57,400 GB,251.6 GB,173.8 MB,1:24:50
SECOM,Success,下午 10:27:47,上午 01:01:47,931.5 GB,471 GB,309.5 MB,2:33:59
SECOM,Success,上午 03:28:07,上午 05:41:47,931.5 GB,471.6 GB,342 MB,2:13:39
MAWF,Success,上午 09:18:06,上午 10:52:49,400 GB,252.1 GB,343.4 MB,1:34:43
SECOM,Success,上午 09:28:10,上午 11:32:55,931.5 GB,471.6 GB,681.5 MB,2:04:45
MAWF,Success,下午 12:17:52,下午 01:43:23,400 GB,252.1 GB,249.9 MB,1:25:31
MAWF,Success,下午 03:18:09,下午 04:33:29,400 GB,252.1 GB,596.4 MB,1:15:19
SECOM,Success,下午 03:27:56,下午 05:56:17,931.5 GB,471.6 GB,640.5 MB,2:28:21
MAWF,Success,下午 09:18:12,下午 10:26:15,400 GB,252.1 GB,431.9 MB,1:08:02
SECOM,Success,下午 09:27:58,上午 12:09:56,931.5 GB,471.6 GB,635 MB,2:41:57
MAWF,Success,上午 09:18:09,上午 10:42:25,400 GB,252.1 GB,272.9 MB,1:24:15
MAWF,Success,下午 12:18:04,下午 02:23:06,400 GB,252.2 GB,2.3 GB,2:05:02
SECOM,Success,下午 02:28:07,下午 04:45:52,931.5 GB,471.6 GB,796.5 MB,2:17:45
MAWF,Success,上午 06:41:28,上午 08:05:38,400 GB,252.2 GB,168.4 MB,1:24:09
MAWF,Success,下午 12:18:09,下午 01:51:42,400 GB,252.2 GB,166.9 MB,1:33:32
MAWF,Success,下午 04:18:05,下午 06:31:29,400 GB,252.3 GB,259.4 MB,2:13:24
MAWF,Success,下午 08:18:04,下午 09:47:42,400 GB,252.3 GB,188.4 MB,1:29:38
MAWF,Success,下午 02:17:47,下午 04:30:31,400 GB,252.3 GB,347.4 MB,2:12:43
MAWF,Success,下午 06:18:04,下午 08:29:45,400 GB,252.3 GB,363.4 MB,2:11:41
MAWF,Success,下午 03:33:20,下午 04:45:37,400 GB,252.4 GB,1.5 GB,1:12:17
MAWF,Success,下午 08:36:58,下午 10:07:09,400 GB,252.4 GB,325.4 MB,1:30:11
SECOM,Success,上午 06:27:51,上午 08:54:05,931.5 GB,471.5 GB,204 MB,2:26:14
MAWF,Success,上午 09:18:05,上午 10:45:47,400 GB,252.4 GB,242.4 MB,1:27:41
SECOM,Success,下午 12:27:55,下午 02:43:25,931.5 GB,471.5 GB,222.5 MB,2:15:30
MAWF,Success,下午 01:17:56,下午 02:52:11,400 GB,252.4 GB,264.4 MB,1:34:15
SECOM,Success,上午 11:28:05,下午 01:38:27,931.5 GB,470.8 GB,310.5 MB,2:10:22
MAWF,Success,下午 12:18:13,下午 01:40:19,400 GB,252.5 GB,449.4 MB,1:22:06
MAWF,Success,下午 07:43:36,下午 10:04:22,400 GB,252.1 GB,1.6 GB,2:20:45
MAWF,Success,上午 09:18:09,上午 10:31:42,400 GB,252.1 GB,1012.4 MB,1:13:32
SECOM,Success,上午 09:27:43,上午 11:56:52,931.5 GB,470.1 GB,452.9 MB,2:29:09
MAWF,Success,下午 12:18:00,下午 02:13:30,400 GB,252.1 GB,1.1 GB,1:55:29
SECOM,Success,下午 02:27:45,下午 04:22:13,931.5 GB,470.2 GB,409.4 MB,1:54:28
MAWF,Success,下午 08:18:19,下午 09:29:29,400 GB,252.1 GB,191.9 MB,1:11:09
SECOM,Success,下午 08:28:06,下午 10:50:51,931.5 GB,470.2 GB,329.4 MB,2:22:44
MAWF,Success,上午 10:17:49,上午 11:14:27,400 GB,252.2 GB,454.9 MB,0:56:37
MAWF,Success,下午 02:17:43,下午 03:40:31,400 GB,252.2 GB,941.4 MB,1:22:48
MAWF,Success,下午 09:19:27,下午 11:25:37,400 GB,252.2 GB,403.4 MB,2:06:09
MAWF,Success,上午 11:18:03,下午 12:13:59,400 GB,252.2 GB,163.9 MB,0:55:55
SECOM,Success,下午 02:28:12,下午 04:28:25,931.5 GB,470.4 GB,334.4 MB,2:00:12
MAWF,Success,下午 03:17:59,下午 04:39:20,400 GB,252.2 GB,254.4 MB,1:21:21
MAWF,Success,上午 09:59:23,上午 11:22:03,400 GB,252.2 GB,174.4 MB,1:22:40
MAWF,Success,下午 10:17:52,上午 12:12:45,400 GB,252.3 GB,280.9 MB,1:54:52
MAWF,Success,下午 12:18:12,下午 01:22:49,400 GB,252.3 GB,440.9 MB,1:04:37
MAWF,Success,下午 03:17:50,下午 04:34:17,400 GB,252.4 GB,571.9 MB,1:16:27
SECOM,Success,下午 03:27:58,下午 06:05:47,931.5 GB,470.5 GB,684.9 MB,2:37:49
MAWF,Success,下午 10:17:43,下午 11:08:03,400 GB,252.4 GB,195.9 MB,0:50:20
MAWF,Success,上午 09:18:08,上午 10:45:20,400 GB,252.4 GB,429.4 MB,1:27:11
MAWF,Success,下午 08:18:06,下午 10:32:21,400 GB,252.4 GB,229.4 MB,2:14:14
MAWF,Success,上午 08:17:52,上午 09:30:14,400 GB,252.5 GB,279.9 MB,1:12:21
SECOM,Success,上午 08:28:05,上午 10:52:12,931.5 GB,472 GB,647.5 MB,2:24:06
MAWF,Success,上午 11:17:58,下午 12:44:53,400 GB,252.5 GB,376.9 MB,1:26:54
MAWF,Success,下午 02:18:04,下午 04:42:45,400 GB,252.5 GB,716.9 MB,2:24:41
MAWF,Success,下午 10:17:40,下午 11:05:12,400 GB,252.6 GB,326.9 MB,0:47:32
MAWF,Success,上午 09:17:56,上午 10:38:41,400 GB,252.6 GB,378.4 MB,1:20:45
MAWF,Success,下午 01:17:56,下午 03:04:27,400 GB,252.6 GB,173.9 MB,1:46:30
MAWF,Success,下午 09:18:14,下午 10:26:34,400 GB,252.7 GB,183.4 MB,1:08:19
SECOM,Success,下午 09:27:46,下午 11:58:25,931.5 GB,470.9 GB,679 MB,2:30:39
SECOM,Success,上午 02:43:46,上午 05:15:23,931.5 GB,473.3 GB,399.1 MB,2:31:36
MAWF,Success,上午 11:18:08,下午 12:44:22,400 GB,253 GB,427.9 MB,1:26:14
MAWF,Success,下午 02:18:14,下午 03:53:57,400 GB,253.4 GB,864.5 MB,1:35:42
SECOM,Success,下午 02:28:01,下午 04:31:45,931.5 GB,472.2 GB,697.6 MB,2:03:43
MAWF,Success,下午 05:18:04,下午 06:54:23,400 GB,253.4 GB,1.1 GB,1:36:18
SECOM,Success,上午 06:27:53,上午 09:21:15,931.5 GB,474 GB,297.2 MB,2:53:22
MAWF,Success,下午 12:18:05,下午 01:27:49,400 GB,253.5 GB,567 MB,1:09:43
SECOM,Success,下午 01:28:06,下午 03:45:23,931.5 GB,474.1 GB,471.2 MB,2:17:17
MAWF,Success,下午 04:17:57,下午 05:44:50,400 GB,253.5 GB,574 MB,1:26:53
MAWF,Success,下午 10:17:47,下午 11:49:27,400 GB,253.5 GB,345 MB,1:31:40
MAWF,Success,下午 12:17:55,下午 02:41:25,400 GB,253.5 GB,387.5 MB,2:23:30
MAWF,Success,下午 05:38:23,下午 07:33:17,400 GB,253.5 GB,570.5 MB,1:54:53
MAWF,Success,上午 11:17:52,下午 12:42:27,400 GB,253.5 GB,150.5 MB,1:24:35
SECOM,Success,下午 01:27:54,下午 03:43:14,931.5 GB,474.9 GB,629.2 MB,2:15:19
MAWF,Success,下午 03:18:00,下午 05:03:29,400 GB,253.5 GB,207 MB,1:45:28
MAWF,Success,下午 11:18:04,上午 01:28:01,400 GB,253.6 GB,174 MB,2:09:56
MAWF,Success,下午 12:17:55,下午 01:41:53,400 GB,253.6 GB,166.5 MB,1:23:57
MAWF,Success,下午 03:18:12,下午 05:46:07,400 GB,253.6 GB,204.5 MB,2:27:54
MAWF,Success,下午 07:18:04,下午 08:45:45,400 GB,253.6 GB,247 MB,1:27:41
MAWF,Success,下午 10:18:15,下午 11:30:07,400 GB,253.6 GB,335 MB,1:11:52
SECOM,Success,下午 10:27:48,上午 01:45:39,931.5 GB,472.9 GB,1005.1 MB,3:17:51
SECOM,Success,下午 10:27:48,上午 01:45:39,931.5 GB,472.9 GB,1005.1 MB,3:17:51
SECOM,Success,上午 08:27:58,上午 11:16:01,931.5 GB,473.4 GB,1.1 GB,2:48:03
MAWF,Success,上午 11:17:56,下午 12:43:32,400 GB,253.6 GB,581 MB,1:25:35
MAWF,Success,下午 02:18:03,下午 03:40:06,400 GB,253.6 GB,284 MB,1:22:03
SECOM,Success,下午 02:28:06,下午 04:52:13,931.5 GB,473.5 GB,365.1 MB,2:24:06
MAWF,Success,下午 05:17:50,下午 06:43:58,400 GB,253.6 GB,1 GB,1:26:07
MAWF,Success,下午 08:18:10,下午 09:52:02,400 GB,253.6 GB,826.5 MB,1:33:51
SECOM,Success,下午 08:27:44,下午 10:32:40,931.5 GB,473.6 GB,299.6 MB,2:04:56
MAWF,Success,下午 03:18:11,下午 04:44:29,400 GB,253.7 GB,496 MB,1:26:18
MAWF,Success,下午 06:17:51,下午 08:52:01,400 GB,253.7 GB,720 MB,2:34:10
MAWF,Success,下午 11:18:05,上午 12:49:18,400 GB,253.7 GB,168 MB,1:31:12
MAWF,Success,上午 08:18:07,上午 09:44:05,400 GB,253.7 GB,342 MB,1:25:58
MAWF,Success,上午 11:17:47,下午 01:22:02,400 GB,253.7 GB,480.5 MB,2:04:14
MAWF,Success,下午 03:18:13,下午 05:23:02,400 GB,253.7 GB,430 MB,2:04:48
MAWF,Success,下午 08:33:44,下午 10:00:29,400 GB,253.7 GB,139 MB,1:26:45
SECOM,Success,下午 11:28:07,上午 01:49:10,931.5 GB,473.7 GB,1.1 GB,2:21:03
MAWF,Success,上午 12:35:31,上午 04:22:55,400 GB,273.7 GB,21.3 GB,3:47:23
MAWF,Success,上午 10:17:58,上午 11:39:20,400 GB,253.7 GB,423 MB,1:21:22
MAWF,Success,下午 02:18:07,下午 03:46:32,400 GB,253.7 GB,351 MB,1:28:24
MAWF,Success,下午 06:26:43,下午 07:27:47,400 GB,253.7 GB,1.3 GB,1:01:03
MAWF,Success,下午 10:18:06,下午 11:27:28,400 GB,253.7 GB,338 MB,1:09:21
SECOM,Success,下午 11:28:17,上午 01:53:25,931.5 GB,475.1 GB,1.2 GB,2:25:07
SECOM,Success,下午 10:28:11,上午 12:46:50,931.5 GB,473.9 GB,1.1 GB,2:18:38
MAWF,Success,下午 11:17:57,上午 01:08:56,400 GB,253.8 GB,214.5 MB,1:50:58
SECOM,Success,上午 03:27:59,上午 05:04:21,931.5 GB,474 GB,359.2 MB,1:36:21
MAWF,Success,上午 09:17:36,上午 10:38:23,400 GB,253.8 GB,219.5 MB,1:20:46
MAWF,Success,下午 01:17:54,下午 02:26:52,400 GB,253.8 GB,139 MB,1:08:58
SECOM,Success,下午 01:28:03,下午 03:44:42,931.5 GB,474 GB,404.7 MB,2:16:39
MAWF,Success,下午 04:18:08,下午 05:43:30,400 GB,253.8 GB,268.5 MB,1:25:21
MAWF,Success,下午 07:17:59,下午 08:27:29,400 GB,253.8 GB,222 MB,1:09:29
SECOM,Success,下午 07:28:02,下午 09:53:49,931.5 GB,474 GB,247.7 MB,2:25:46
SECOM,Success,上午 05:27:49,上午 08:16:40,931.5 GB,474.1 GB,275.7 MB,2:48:51
MAWF,Success,上午 10:58:36,下午 01:22:32,400 GB,253.6 GB,748.5 MB,2:23:56
SECOM,Success,上午 10:58:36,下午 04:02:36,931.5 GB,459.5 GB,3.7 GB,5:04:00
MAWF,Success,下午 09:32:04,上午 12:52:28,400 GB,253.7 GB,210.5 MB,3:20:24
MAWF,Success,下午 02:21:00,下午 03:57:26,400 GB,253.8 GB,1.6 GB,1:36:26
MAWF,Success,下午 05:17:52,下午 06:30:09,400 GB,253.8 GB,1.2 GB,1:12:16
SECOM,Success,下午 05:28:06,下午 07:50:47,931.5 GB,475.4 GB,336.2 MB,2:22:41
MAWF,Success,下午 08:18:01,下午 09:47:12,400 GB,253.8 GB,199.5 MB,1:29:11
MAWF,Success,上午 12:34:59,上午 04:11:29,400 GB,273.9 GB,21.3 GB,3:36:29
MAWF,Success,上午 10:18:12,上午 11:33:24,400 GB,253.9 GB,383.5 MB,1:15:12
SECOM,Success,上午 11:28:10,下午 01:44:09,931.5 GB,475.5 GB,1 GB,2:15:59
MAWF,Success,下午 02:17:59,下午 03:54:31,400 GB,253.9 GB,1.3 GB,1:36:32
SECOM,Success,下午 05:27:42,下午 07:41:35,931.5 GB,475.5 GB,252.7 MB,2:13:53
MAWF,Success,下午 06:29:59,下午 07:53:30,400 GB,253.9 GB,695.5 MB,1:23:30
MAWF,Success,下午 10:18:09,上午 12:48:37,400 GB,253.9 GB,164.5 MB,2:30:28
SECOM,Success,上午 05:27:57,上午 07:31:27,931.5 GB,477.4 GB,250.4 MB,2:03:30
MAWF,Success,上午 10:17:51,下午 12:32:13,400 GB,253.9 GB,287.5 MB,2:14:21
MAWF,Success,下午 05:33:56,下午 06:58:46,400 GB,253.9 GB,840.5 MB,1:24:49
SECOM,Success,下午 08:28:08,下午 10:39:53,931.5 GB,477.6 GB,173.9 MB,2:11:44
MAWF,Success,上午 09:18:05,上午 10:07:19,400 GB,254 GB,260.5 MB,0:49:13
MAWF,Success,下午 03:17:44,下午 04:45:39,400 GB,254 GB,1.1 GB,1:27:55
SECOM,Success,下午 06:27:44,下午 08:46:30,931.5 GB,477.7 GB,189.9 MB,2:18:46
MAWF,Success,上午 07:17:44,上午 08:30:37,400 GB,254.3 GB,166.5 MB,1:12:52
SECOM,Success,上午 07:27:58,上午 10:03:52,931.5 GB,478.4 GB,239.4 MB,2:35:54
SECOM,Success,下午 12:28:02,下午 03:11:39,931.5 GB,478.4 GB,785.4 MB,2:43:36
MAWF,Success,下午 02:19:08,下午 03:49:50,400 GB,254.3 GB,2.1 GB,1:30:41
MAWF,Success,下午 10:18:05,上午 12:03:27,400 GB,254.3 GB,166.5 MB,1:45:22
MAWF,Success,下午 12:18:01,下午 01:45:53,400 GB,254.4 GB,175.5 MB,1:27:51
SECOM,Success,下午 03:27:47,下午 05:40:11,931.5 GB,480.5 GB,455.6 MB,2:12:23
MAWF,Success,下午 08:17:57,下午 09:52:04,400 GB,254.4 GB,170.5 MB,1:34:06
MAWF,Success,下午 11:18:03,上午 01:05:04,400 GB,254.4 GB,173.5 MB,1:47:01
SECOM,Success,下午 11:28:18,上午 02:52:46,931.5 GB,480.6 GB,1001.1 MB,3:24:28
MAWF,Success,下午 01:18:05,下午 02:56:17,400 GB,254.4 GB,1.1 GB,1:38:11
MAWF,Success,下午 04:17:58,下午 06:33:31,400 GB,254.6 GB,336.5 MB,2:15:33
MAWF,Success,下午 09:17:55,下午 10:30:03,400 GB,254.6 GB,299.5 MB,1:12:08
SECOM,Success,下午 10:28:02,上午 01:19:09,931.5 GB,483.2 GB,525.7 MB,2:51:07
MAWF,Success,上午 12:35:10,上午 04:21:36,400 GB,274.8 GB,21.6 GB,3:46:25
SECOM,Success,上午 04:28:04,上午 06:42:35,931.5 GB,481.7 GB,373.6 MB,2:14:31
MAWF,Success,下午 12:18:15,下午 01:02:02,400 GB,254.6 GB,298 MB,0:43:46
MAWF,Success,下午 01:19:24,下午 01:33:14,400 GB,287 MB,274.8 MB,0:13:49
MAWF,Success,下午 02:18:11,下午 03:33:06,400 GB,254.6 GB,372 MB,1:14:54
SECOM,Success,下午 03:28:06,下午 06:19:44,931.5 GB,481.8 GB,331.1 MB,2:51:37
MAWF,Success,下午 07:18:04,下午 08:44:41,400 GB,254.1 GB,795.5 MB,1:26:36
MAWF,Success,下午 10:17:53,下午 11:31:14,400 GB,254.1 GB,172 MB,1:13:21
SECOM,Success,下午 10:28:00,上午 01:11:43,931.5 GB,481.8 GB,437.2 MB,2:43:42
MAWF,Success,上午 09:18:00,上午 10:16:46,400 GB,254.1 GB,342.5 MB,0:58:45
MAWF,Success,下午 06:18:02,下午 08:38:12,400 GB,254.2 GB,2.2 GB,2:20:10
SECOM,Success,上午 10:28:06,下午 12:50:06,931.5 GB,483.2 GB,712.7 MB,2:21:59
MAWF,Success,上午 11:30:27,下午 12:53:57,400 GB,254.2 GB,1.1 GB,1:23:30
MAWF,Success,下午 03:17:46,下午 05:36:55,400 GB,254.3 GB,569.5 MB,2:19:08
SECOM,Success,上午 05:27:53,上午 08:14:12,931.5 GB,481.4 GB,248.6 MB,2:46:18
MAWF,Success,上午 08:17:47,上午 09:45:48,400 GB,254.4 GB,250.5 MB,1:28:00
SECOM,Success,上午 11:27:49,下午 01:48:32,931.5 GB,481.5 GB,1.3 GB,2:20:43
MAWF,Success,下午 04:17:52,下午 06:32:57,400 GB,254.4 GB,433.5 MB,2:15:05
MAWF,Success,上午 07:18:11,上午 08:44:51,400 GB,254.5 GB,235.5 MB,1:26:40
MAWF,Success,上午 10:18:03,上午 11:12:38,400 GB,254.5 GB,164 MB,0:54:35
SECOM,Success,上午 10:28:07,下午 12:46:26,931.5 GB,481.6 GB,346.6 MB,2:18:19
MAWF,Success,下午 04:17:46,下午 05:35:49,400 GB,254.5 GB,186.5 MB,1:18:03
SECOM,Success,上午 06:27:54,上午 08:44:06,931.5 GB,481.7 GB,706.6 MB,2:16:11
MAWF,Success,上午 09:18:12,上午 10:44:48,400 GB,254.5 GB,151 MB,1:26:36
SECOM,Success,下午 03:28:10,下午 05:43:57,931.5 GB,481.7 GB,269.6 MB,2:15:47
MAWF,Success,下午 03:17:54,下午 04:13:22,400 GB,254.5 GB,422.5 MB,0:55:27
SECOM,Success,下午 06:28:00,下午 08:04:37,931.5 GB,481.9 GB,863.2 MB,1:36:37
MAWF,Success,下午 06:17:57,下午 08:32:03,400 GB,254.5 GB,919.5 MB,2:14:06
MAWF,Success,下午 10:18:06,下午 11:13:37,400 GB,254.5 GB,189.5 MB,0:55:31
SECOM,Success,下午 11:27:47,上午 01:59:56,931.5 GB,481.8 GB,908.2 MB,2:32:08
MAWF,Success,下午 03:18:06,下午 05:37:39,400 GB,254.6 GB,402 MB,2:19:33
SECOM,Success,上午 06:27:55,上午 08:48:43,931.5 GB,482.9 GB,901.2 MB,2:20:48
MAWF,Success,上午 09:18:06,上午 10:45:44,400 GB,254.6 GB,236.5 MB,1:27:38
MAWF,Success,下午 12:17:57,下午 01:35:40,400 GB,254.6 GB,602.5 MB,1:17:42
SECOM,Success,下午 12:28:08,下午 03:00:23,931.5 GB,482.9 GB,850.2 MB,2:32:14
MAWF,Success,下午 03:18:36,下午 07:16:29,400 GB,254.7 GB,541.5 MB,3:57:52
SECOM,Success,下午 11:27:52,上午 01:59:39,931.5 GB,483 GB,869.2 MB,2:31:46
MAWF,Success,上午 09:18:00,上午 10:30:11,400 GB,254.6 GB,378.5 MB,1:12:11
SECOM,Success,上午 09:28:03,上午 11:56:21,931.5 GB,482.2 GB,394.7 MB,2:28:17
MAWF,Success,下午 01:18:11,下午 02:40:51,400 GB,254.6 GB,401.5 MB,1:22:39
SECOM,Success,下午 07:28:09,下午 08:54:28,931.5 GB,482.2 GB,564.7 MB,1:26:19
SECOM,Success,上午 09:28:04,上午 11:41:39,931.5 GB,482.3 GB,454.7 MB,2:13:35
MAWF,Success,上午 10:17:54,上午 11:43:15,400 GB,254.8 GB,470.6 MB,1:25:21
MAWF,Success,下午 02:18:04,下午 03:53:52,400 GB,254.8 GB,489.6 MB,1:35:47
SECOM,Success,上午 07:28:00,上午 09:53:25,931.5 GB,482.4 GB,471.2 MB,2:25:24
MAWF,Success,下午 12:17:50,下午 01:26:55,400 GB,254.8 GB,387.6 MB,1:09:05
MAWF,Success,下午 04:18:03,下午 05:44:26,400 GB,254.8 GB,172 MB,1:26:22
MAWF,Success,下午 11:18:16,上午 12:43:35,400 GB,254.8 GB,172 MB,1:25:18
SECOM,Success,下午 11:28:03,上午 02:28:12,931.5 GB,486.2 GB,1.2 GB,3:00:08
SECOM,Success,上午 05:27:41,上午 07:40:27,931.5 GB,486.3 GB,872.9 MB,2:12:45
MAWF,Success,上午 08:18:05,上午 09:43:53,400 GB,254.8 GB,164 MB,1:25:48
MAWF,Success,下午 12:25:59,下午 02:35:20,400 GB,254.8 GB,214.5 MB,2:09:20
MAWF,Success,下午 04:18:49,下午 05:21:04,400 GB,254.8 GB,81 MB,1:02:15
SECOM,Success,下午 10:28:06,上午 01:31:54,931.5 GB,486.3 GB,360.9 MB,3:03:48
MAWF,Success,上午 12:34:44,上午 04:20:24,400 GB,275 GB,20.8 GB,3:45:40
MAWF,Success,上午 10:17:56,下午 12:32:58,400 GB,254.8 GB,668.1 MB,2:15:01
MAWF,Success,下午 03:18:06,下午 04:41:27,400 GB,254.9 GB,491.1 MB,1:23:21
MAWF,Success,下午 07:17:45,下午 08:45:38,400 GB,254.9 GB,1 GB,1:27:53
MAWF,Success,下午 11:17:41,上午 12:58:25,400 GB,254.9 GB,183.1 MB,1:40:44
SECOM,Success,下午 10:27:52,上午 01:00:47,931.5 GB,486.5 GB,991.5 MB,2:32:54
MAWF,Success,上午 09:18:06,上午 10:34:34,400 GB,254.9 GB,440.1 MB,1:16:27
SECOM,Success,上午 10:28:11,下午 01:00:15,931.5 GB,486.7 GB,1.4 GB,2:32:03
MAWF,Success,下午 01:17:45,下午 02:56:24,400 GB,255 GB,480.1 MB,1:38:39
MAWF,Success,下午 04:18:11,下午 05:32:38,400 GB,255 GB,356.1 MB,1:14:27
SECOM,Success,下午 04:27:58,下午 06:59:10,931.5 GB,486.8 GB,1.3 GB,2:31:12
MAWF,Success,上午 09:17:59,上午 10:45:39,400 GB,255 GB,589.1 MB,1:27:39
SECOM,Success,下午 12:27:59,下午 02:50:09,931.5 GB,489.8 GB,866.2 MB,2:22:09
MAWF,Success,下午 11:17:39,上午 12:29:33,400 GB,255.1 GB,288.1 MB,1:11:53
SECOM,Success,上午 02:28:01,上午 05:06:33,931.5 GB,489.4 GB,501.6 MB,2:38:32
MAWF,Success,上午 09:17:44,上午 10:05:56,400 GB,255.2 GB,396.6 MB,0:48:12
MAWF,Success,下午 01:18:05,下午 02:47:46,400 GB,255.2 GB,325.1 MB,1:29:41
MAWF,Success,下午 08:42:22,下午 09:59:34,400 GB,255.2 GB,1.2 GB,1:17:12
MAWF,Success,上午 12:41:24,上午 04:36:01,400 GB,275.4 GB,21.2 GB,3:54:37
SECOM,Success,上午 05:27:57,上午 07:28:12,931.5 GB,487.7 GB,720 MB,2:00:14
SECOM,Success,下午 06:27:50,下午 08:41:43,931.5 GB,487.9 GB,490 MB,2:13:52
MAWF,Success,下午 11:18:13,上午 02:23:24,400 GB,255.3 GB,196.6 MB,3:05:11
MAWF,Success,上午 10:18:07,上午 11:44:09,400 GB,255.3 GB,203.6 MB,1:26:01
MAWF,Success,下午 01:17:49,下午 02:15:00,400 GB,255.3 GB,162.6 MB,0:57:11
MAWF,Success,上午 10:17:55,上午 11:43:09,400 GB,255.3 GB,179.6 MB,1:25:13
SECOM,Success,下午 01:27:53,下午 03:32:24,931.5 GB,490.3 GB,577.2 MB,2:04:30
MAWF,Success,下午 02:18:10,下午 03:37:05,400 GB,255.3 GB,160.6 MB,1:18:55
MAWF,Success,上午 09:17:52,上午 10:28:05,400 GB,255.3 GB,376.6 MB,1:10:12
SECOM,Success,上午 09:28:00,下午 12:01:11,931.5 GB,487.9 GB,235 MB,2:33:11
MAWF,Success,下午 01:18:04,下午 02:36:50,400 GB,255.3 GB,254.1 MB,1:18:46
SECOM,Success,下午 02:28:03,下午 04:44:49,931.5 GB,487.9 GB,959.5 MB,2:16:45
MAWF,Success,下午 05:18:06,下午 06:45:42,400 GB,255.3 GB,981.1 MB,1:27:35
MAWF,Success,下午 08:17:56,下午 09:30:40,400 GB,255.3 GB,205.1 MB,1:12:44
SECOM,Success,下午 08:28:00,下午 10:54:17,931.5 GB,487.9 GB,244.5 MB,2:26:17
MAWF,Success,下午 11:17:54,上午 01:14:50,400 GB,255.3 GB,174.1 MB,1:56:56
MAWF,Success,上午 09:17:41,上午 10:42:56,400 GB,255.4 GB,323.1 MB,1:25:14
SECOM,Success,上午 08:28:20,上午 10:52:04,931.5 GB,490.4 GB,434.7 MB,2:23:44
MAWF,Success,下午 01:17:55,下午 03:12:22,400 GB,255.4 GB,388.1 MB,1:54:27
