Subject,Status,Start Time,End Time,Size,Read,Transferred,Duration
MAWF,Success,上午 09:17:40,上午 10:15:28,400 GB,259.5 GB,731.9 MB,0:57:48
MAWF,Success,下午 01:17:57,下午 02:37:59,400 GB,259.5 GB,520.4 MB,1:20:02
MAWF,Success,下午 04:17:43,下午 05:38:06,400 GB,259.5 GB,454.4 MB,1:20:23
MAWF,Success,下午 08:18:03,下午 10:35:39,400 GB,259.5 GB,230.8 MB,2:17:36
MAWF,Success,上午 09:17:49,下午 12:00:31,400 GB,259.6 GB,311.4 MB,2:42:41
MAWF,Success,下午 10:17:58,上午 12:06:48,400 GB,259.6 GB,186.4 MB,1:48:50
SECOM,Success,上午 06:28:03,上午 08:42:06,931.5 GB,498.7 GB,310.7 MB,2:14:03
SECOM,Success,上午 11:28:09,下午 01:52:23,931.5 GB,498.7 GB,1.3 GB,2:24:14
MAWF,Success,下午 12:18:03,下午 01:53:11,400 GB,259.6 GB,212.8 MB,1:35:08
MAWF,Success,下午 04:18:07,下午 06:56:48,400 GB,259.6 GB,193.3 MB,2:38:40
MAWF,Success,下午 11:18:07,上午 01:33:21,400 GB,259.6 GB,321.9 MB,2:15:13
SECOM,Success,上午 06:27:56,上午 09:17:56,931.5 GB,496.3 GB,514.1 MB,2:50:00
MAWF,Success,上午 10:17:53,上午 11:46:41,400 GB,259.7 GB,232.4 MB,1:28:47
MAWF,Success,下午 01:17:52,下午 02:21:52,400 GB,259.7 GB,191.9 MB,1:03:59
SECOM,Success,下午 01:28:08,下午 04:19:26,931.5 GB,496.3 GB,2.8 GB,2:51:18
SECOM,Success,下午 06:28:09,下午 08:51:22,931.5 GB,496.3 GB,310.6 MB,2:23:12
SECOM,Success,下午 11:27:58,上午 02:55:00,931.5 GB,496.3 GB,885.1 MB,3:27:02
MAWF,Success,上午 08:17:56,上午 09:42:40,400 GB,259.6 GB,344.9 MB,1:24:43
MAWF,Success,下午 12:18:04,下午 01:38:18,400 GB,259.7 GB,387.9 MB,1:20:13
SECOM,Success,下午 12:28:08,下午 03:14:08,931.5 GB,496.4 GB,1.9 GB,2:46:00
MAWF,Success,上午 12:35:28,上午 03:56:17,400 GB,280.3 GB,22.3 GB,3:20:48
MAWF,Success,上午 09:18:05,上午 10:30:35,400 GB,259.7 GB,424.9 MB,1:12:29
MAWF,Success,下午 01:17:59,下午 02:13:15,400 GB,259.7 GB,383.4 MB,0:55:16
MAWF,Success,下午 05:33:55,下午 07:15:49,400 GB,259.8 GB,418.4 MB,1:41:54
MAWF,Success,下午 10:17:50,下午 11:30:53,400 GB,259.7 GB,194.4 MB,1:13:02
SECOM,Success,下午 10:27:54,上午 01:42:34,931.5 GB,497.4 GB,1.5 GB,3:14:40
SECOM,Success,上午 05:27:59,上午 08:29:33,931.5 GB,496.5 GB,500.1 MB,3:01:34
MAWF,Success,下午 03:17:57,下午 04:32:20,400 GB,259.9 GB,357.9 MB,1:14:23
SECOM,Success,下午 06:28:07,下午 08:54:09,931.5 GB,496.6 GB,349.6 MB,2:26:01
MAWF,Success,下午 11:18:07,上午 01:44:42,400 GB,259.9 GB,207.4 MB,2:26:34
MAWF,Success,上午 11:17:57,下午 02:06:17,400 GB,259.9 GB,1.5 GB,2:48:19
MAWF,Success,下午 06:18:09,下午 07:31:35,400 GB,260 GB,1.1 GB,1:13:25
SECOM,Success,下午 06:27:43,下午 09:12:01,931.5 GB,496.7 GB,395.6 MB,2:44:17
MAWF,Success,下午 10:17:56,下午 11:08:36,400 GB,259.9 GB,192.4 MB,0:50:40
MAWF,Success,上午 03:18:04,上午 06:12:24,400 GB,259.9 GB,800.9 MB,2:54:19
SECOM,Success,上午 05:27:59,上午 07:47:29,931.5 GB,498.2 GB,388.2 MB,2:19:30
MAWF,Success,上午 11:18:12,下午 01:46:07,400 GB,260 GB,727.9 MB,2:27:55
MAWF,Success,下午 08:18:13,下午 09:42:49,400 GB,260 GB,205.9 MB,1:24:36
MAWF,Success,下午 11:18:04,上午 01:00:09,400 GB,260 GB,205.9 MB,1:42:04
SECOM,Success,上午 05:27:59,上午 08:15:49,931.5 GB,497 GB,448.6 MB,2:47:50
MAWF,Success,上午 08:18:14,上午 09:47:35,400 GB,260 GB,206.4 MB,1:29:20
MAWF,Success,下午 12:17:54,下午 01:48:11,400 GB,260 GB,209.4 MB,1:30:17
SECOM,Success,上午 11:27:58,下午 01:54:27,931.5 GB,497 GB,1.8 GB,2:26:29
MAWF,Success,下午 08:18:09,下午 09:43:05,400 GB,260 GB,204.9 MB,1:24:56
SECOM,Success,上午 07:28:01,上午 09:53:14,931.5 GB,497 GB,269.1 MB,2:25:13
MAWF,Success,上午 10:18:05,上午 11:46:33,400 GB,260.1 GB,207.4 MB,1:28:27
MAWF,Success,下午 01:17:56,下午 03:43:57,400 GB,260.1 GB,197.4 MB,2:26:00
MAWF,Success,下午 06:26:31,下午 08:08:26,400 GB,260.1 GB,256.4 MB,1:41:55
SECOM,Success,上午 04:27:50,上午 06:38:09,931.5 GB,498 GB,463.7 MB,2:10:19
MAWF,Success,上午 10:17:44,上午 11:14:09,400 GB,260.1 GB,1017.9 MB,0:56:24
SECOM,Success,上午 10:27:54,下午 01:38:19,931.5 GB,498.1 GB,1.5 GB,3:10:25
MAWF,Success,下午 01:17:40,下午 02:15:57,400 GB,260.1 GB,320.4 MB,0:58:16
MAWF,Success,下午 05:39:39,下午 07:43:48,400 GB,260.2 GB,1.2 GB,2:04:08
MAWF,Success,下午 10:17:47,上午 12:51:49,400 GB,260.2 GB,217.4 MB,2:34:02
MAWF,Success,下午 12:21:45,下午 01:43:24,400 GB,260.2 GB,2.2 GB,1:21:39
MAWF,Success,下午 04:18:07,下午 06:41:16,400 GB,260.2 GB,375.9 MB,2:23:09
MAWF,Success,下午 08:18:00,下午 09:18:43,400 GB,260.2 GB,313.9 MB,1:00:42
SECOM,Success,上午 04:27:52,上午 06:28:02,931.5 GB,497.7 GB,335.6 MB,2:00:10
MAWF,Success,上午 10:17:56,上午 11:45:28,400 GB,260.3 GB,486.4 MB,1:27:32
SECOM,Success,上午 09:27:54,上午 11:56:22,931.5 GB,497.7 GB,1.8 GB,2:28:28
MAWF,Success,下午 02:17:50,下午 04:50:52,400 GB,260.3 GB,625.9 MB,2:33:02
SECOM,Success,下午 06:27:54,下午 09:35:57,931.5 GB,497.9 GB,1.1 GB,3:08:02
MAWF,Success,下午 12:17:54,下午 01:43:43,400 GB,260.8 GB,444.9 MB,1:25:48
MAWF,Success,下午 08:37:08,下午 09:57:03,400 GB,260.9 GB,425.9 MB,1:19:55
MAWF,Success,上午 10:18:08,上午 11:39:13,400 GB,260.9 GB,527.4 MB,1:21:05
MAWF,Success,上午 10:18:08,上午 11:39:13,400 GB,260.9 GB,527.4 MB,1:21:05
MAWF,Success,下午 02:17:46,下午 03:25:12,400 GB,260.9 GB,484.9 MB,1:07:25
SECOM,Success,下午 05:27:53,下午 07:54:26,931.5 GB,497.9 GB,399.2 MB,2:26:32
MAWF,Success,下午 06:33:36,下午 07:59:54,400 GB,260.9 GB,1.4 GB,1:26:17
MAWF,Success,上午 11:17:54,下午 12:41:46,400 GB,260.9 GB,369.9 MB,1:23:51
MAWF,Success,下午 03:17:57,下午 04:36:38,400 GB,260.9 GB,258.4 MB,1:18:41
SECOM,Success,下午 04:28:07,下午 06:58:27,931.5 GB,498 GB,848.7 MB,2:30:19
MAWF,Success,下午 06:26:48,下午 07:49:51,400 GB,260.9 GB,248.4 MB,1:23:02
MAWF,Success,下午 10:18:27,下午 11:33:35,400 GB,260.9 GB,205.4 MB,1:15:08
SECOM,Success,下午 10:28:00,上午 01:18:24,931.5 GB,498 GB,1.3 GB,2:50:23
SECOM,Success,上午 03:27:59,上午 05:34:04,931.5 GB,498 GB,393.7 MB,2:06:04
MAWF,Success,上午 09:17:51,上午 10:25:47,400 GB,260.9 GB,444.4 MB,1:07:55
SECOM,Success,上午 09:27:55,下午 12:17:33,931.5 GB,498.1 GB,3.4 GB,2:49:37
MAWF,Success,下午 01:17:59,下午 02:37:10,400 GB,260.9 GB,345.4 MB,1:19:10
SECOM,Success,下午 02:28:00,下午 04:53:23,931.5 GB,498.1 GB,416.2 MB,2:25:22
SECOM,Success,下午 07:27:59,下午 10:02:51,931.5 GB,498.1 GB,926.2 MB,2:34:51
MAWF,Success,上午 09:17:48,上午 10:42:12,400 GB,261 GB,911.5 MB,1:24:23
MAWF,Success,下午 01:17:51,下午 03:47:21,400 GB,261.1 GB,439.4 MB,2:29:29
MAWF,Success,下午 06:33:45,下午 07:55:04,400 GB,261 GB,655.5 MB,1:21:19
MAWF,Success,下午 10:18:05,上午 12:52:56,400 GB,261.1 GB,221.4 MB,2:34:51
MAWF,Success,上午 10:17:43,上午 11:44:52,400 GB,261.1 GB,460.9 MB,1:27:09
MAWF,Success,下午 06:31:54,下午 07:30:25,400 GB,261.2 GB,900.5 MB,0:58:30
MAWF,Success,下午 10:17:59,下午 11:49:35,400 GB,261.2 GB,249.9 MB,1:31:36
MAWF,Success,上午 08:17:57,上午 10:36:15,400 GB,261.1 GB,191.4 MB,2:18:18
MAWF,Success,下午 01:17:53,下午 02:48:17,400 GB,261.1 GB,342.4 MB,1:30:24
MAWF,Success,下午 05:37:32,下午 07:25:21,400 GB,261.1 GB,1.7 GB,1:47:48
MAWF,Success,下午 10:18:08,下午 11:48:41,400 GB,261.1 GB,196.9 MB,1:30:33
SECOM,Success,上午 04:28:00,上午 06:55:30,931.5 GB,498.4 GB,301.2 MB,2:27:29
MAWF,Success,下午 05:18:05,下午 06:36:48,400 GB,261.3 GB,1.6 GB,1:18:42
MAWF,Success,下午 09:18:10,下午 10:46:27,400 GB,261.3 GB,203.5 MB,1:28:16
SECOM,Success,上午 05:27:59,上午 08:07:03,931.5 GB,503.8 GB,385 MB,2:39:03
MAWF,Success,下午 12:18:16,下午 01:39:58,400 GB,261.4 GB,1.1 GB,1:21:42
MAWF,Success,下午 10:18:22,上午 01:06:01,400 GB,261.6 GB,208 MB,2:47:39
MAWF,Success,下午 03:18:13,下午 05:46:17,400 GB,261.6 GB,272 MB,2:28:04
MAWF,Success,下午 08:18:17,下午 09:29:40,400 GB,261.6 GB,240 MB,1:11:23
SECOM,Success,下午 08:28:05,下午 11:11:36,931.5 GB,502.7 GB,1.6 GB,2:43:30
SECOM,Success,下午 02:28:04,下午 04:53:04,931.5 GB,503.5 GB,549 MB,2:25:00
MAWF,Success,下午 11:18:17,上午 01:49:34,400 GB,261.6 GB,289 MB,2:31:17
MAWF,Success,上午 09:17:53,上午 10:43:46,400 GB,261.6 GB,455 MB,1:25:53
MAWF,Success,下午 01:18:03,下午 02:22:44,400 GB,261.6 GB,581.5 MB,1:04:40
MAWF,Success,下午 05:19:25,下午 06:17:25,400 GB,258.9 GB,1.5 GB,0:58:00
SECOM,Success,下午 10:28:01,上午 01:28:27,931.5 GB,502.6 GB,1.6 GB,3:00:25
SECOM,Success,上午 04:28:15,上午 06:54:37,931.5 GB,502.7 GB,287.5 MB,2:26:22
MAWF,Success,上午 10:18:02,上午 11:43:16,400 GB,261.6 GB,437 MB,1:25:13
MAWF,Success,下午 02:18:15,下午 04:20:52,400 GB,261.6 GB,392 MB,2:02:36
SECOM,Success,下午 02:28:03,下午 06:40:18,931.5 GB,502.8 GB,435 MB,4:12:15
MAWF,Success,上午 01:40:44,上午 06:02:37,400 GB,282.5 GB,22.7 GB,4:21:52
SECOM,Success,上午 08:28:13,下午 12:41:19,931.5 GB,504.1 GB,2.4 GB,4:13:06
MAWF,Success,下午 12:17:58,下午 01:49:19,400 GB,261.7 GB,1.3 GB,1:31:21
MAWF,Success,下午 04:17:55,下午 05:44:02,400 GB,261.7 GB,530 MB,1:26:06
SECOM,Success,下午 04:28:17,下午 07:20:26,931.5 GB,504.1 GB,1.3 GB,2:52:08
MAWF,Success,下午 08:18:05,下午 09:53:56,400 GB,261.8 GB,226.5 MB,1:35:51
MAWF,Success,上午 11:17:58,下午 12:16:21,400 GB,261.8 GB,943.5 MB,0:58:23
MAWF,Success,下午 03:34:20,下午 04:58:38,400 GB,261.8 GB,481 MB,1:24:18
SECOM,Success,下午 04:27:55,下午 07:14:53,931.5 GB,505.2 GB,1.5 GB,2:46:58
MAWF,Success,下午 06:27:36,下午 07:57:01,400 GB,261.8 GB,711 MB,1:29:25
MAWF,Success,下午 10:17:47,下午 11:36:58,400 GB,261.8 GB,194 MB,1:19:10
SECOM,Success,下午 10:27:55,上午 01:16:40,931.5 GB,505.2 GB,976.6 MB,2:48:44
SECOM,Success,上午 05:28:01,上午 08:28:48,931.5 GB,503.7 GB,944.5 MB,3:00:47
MAWF,Success,下午 10:18:15,上午 12:53:46,400 GB,261.9 GB,208.5 MB,2:35:31
SECOM,Success,上午 07:28:22,上午 09:49:31,931.5 GB,505.2 GB,559.1 MB,2:21:09
MAWF,Success,下午 03:18:09,下午 04:55:54,400 GB,262.2 GB,433 MB,1:37:45
SECOM,Success,下午 06:27:50,下午 08:40:48,931.5 GB,505.2 GB,541.6 MB,2:12:58
MAWF,Success,下午 07:17:46,下午 08:41:02,400 GB,262.2 GB,394 MB,1:23:16
SECOM,Success,上午 07:27:59,上午 09:49:26,931.5 GB,506.3 GB,336.7 MB,2:21:27
MAWF,Success,下午 02:17:57,下午 03:13:24,400 GB,262.2 GB,192.5 MB,0:55:27
SECOM,Success,下午 05:28:05,下午 07:50:17,931.5 GB,506.4 GB,780.2 MB,2:22:12
MAWF,Success,下午 10:18:12,上午 01:23:01,400 GB,262.2 GB,193 MB,3:04:48
MAWF,Success,下午 02:19:25,下午 03:44:13,400 GB,259.6 GB,343.4 MB,1:24:47
MAWF,Success,下午 07:37:43,下午 09:39:25,400 GB,262.3 GB,465 MB,2:01:41
MAWF,Success,上午 10:18:05,下午 12:10:44,400 GB,262.4 GB,377 MB,1:52:38
MAWF,Success,下午 03:17:50,下午 05:43:49,400 GB,262.4 GB,462.5 MB,2:25:58
MAWF,Success,下午 08:26:40,下午 09:57:19,400 GB,262.4 GB,266 MB,1:30:39
MAWF,Success,下午 01:18:11,下午 02:31:45,400 GB,262.7 GB,571.5 MB,1:13:33
SECOM,Success,下午 01:27:59,下午 04:11:23,931.5 GB,505 GB,1.2 GB,2:43:24
MAWF,Success,下午 11:18:06,上午 12:18:28,400 GB,262.7 GB,202.5 MB,1:00:22
MAWF,Success,下午 01:18:11,下午 02:29:13,400 GB,262.7 GB,300.5 MB,1:11:02
SECOM,Success,下午 01:27:44,下午 03:55:24,931.5 GB,506.7 GB,1.2 GB,2:27:39
MAWF,Success,下午 04:17:44,下午 06:14:09,400 GB,262.7 GB,185.5 MB,1:56:24
MAWF,Success,上午 10:17:55,下午 12:44:11,400 GB,262.7 GB,170 MB,2:26:15
MAWF,Success,下午 04:17:52,下午 05:53:04,400 GB,262.7 GB,221 MB,1:35:11
MAWF,Success,下午 09:17:57,下午 11:44:35,400 GB,262.7 GB,239 MB,2:26:38
SECOM,Success,下午 09:27:58,上午 01:43:17,931.5 GB,504.2 GB,1.6 GB,4:15:19
SECOM,Success,上午 04:28:03,上午 07:30:32,931.5 GB,504.2 GB,470.6 MB,3:02:28
MAWF,Success,上午 06:18:00,上午 07:49:23,400 GB,262.7 GB,185.5 MB,1:31:22
MAWF,Success,上午 11:18:00,下午 01:32:05,400 GB,262.8 GB,362 MB,2:14:05
MAWF,Success,下午 08:17:49,下午 09:27:00,400 GB,262.8 GB,214 MB,1:09:11
SECOM,Success,上午 07:28:02,上午 09:54:01,931.5 GB,505.3 GB,216.1 MB,2:25:58
MAWF,Success,下午 01:18:03,下午 02:44:54,400 GB,262.7 GB,459 MB,1:26:50
SECOM,Success,下午 12:28:05,下午 03:03:04,931.5 GB,505.3 GB,1.7 GB,2:34:58
MAWF,Success,上午 06:19:18,上午 06:24:01,400 GB,265 MB,258.3 MB,0:04:43
MAWF,Success,上午 08:17:41,上午 09:22:27,400 GB,262.8 GB,201 MB,1:04:45
MAWF,Success,下午 04:18:13,下午 06:37:46,400 GB,262.9 GB,367.1 MB,2:19:32
SECOM,Success,上午 06:27:47,上午 07:57:44,931.5 GB,504.5 GB,721.1 MB,1:29:56
MAWF,Success,下午 02:17:51,下午 04:21:45,400 GB,262.9 GB,570.1 MB,2:03:54
MAWF,Success,下午 10:17:59,下午 11:50:07,400 GB,262.9 GB,202.6 MB,1:32:07
MAWF,Success,上午 09:18:17,上午 11:06:33,400 GB,263 GB,378.6 MB,1:48:16
SECOM,Success,上午 09:28:04,下午 01:40:00,931.5 GB,504.5 GB,3.2 GB,4:11:56
MAWF,Success,下午 01:31:21,下午 02:58:25,400 GB,263 GB,2.5 GB,1:27:03
MAWF,Success,下午 05:38:29,下午 07:03:07,400 GB,263.1 GB,1.6 GB,1:24:37
MAWF,Success,下午 09:18:09,下午 11:42:09,400 GB,263.1 GB,432.1 MB,2:23:59
MAWF,Success,下午 01:17:51,下午 02:57:59,400 GB,263.2 GB,487.1 MB,1:40:08
MAWF,Success,上午 07:20:41,上午 07:27:54,400 GB,394 MB,344.8 MB,0:07:13
MAWF,Success,上午 09:17:49,上午 10:40:24,400 GB,263.3 GB,300.6 MB,1:22:35
MAWF,Success,下午 01:17:40,下午 02:52:11,400 GB,263.3 GB,397.1 MB,1:34:31
MAWF,Success,下午 06:40:30,下午 08:42:39,400 GB,263.3 GB,774.6 MB,2:02:08
SECOM,Success,上午 09:27:46,下午 12:27:11,931.5 GB,508.7 GB,1.1 GB,2:59:25
MAWF,Success,下午 03:18:10,下午 05:36:11,400 GB,263.3 GB,237.6 MB,2:18:01
MAWF,Success,下午 08:17:56,下午 09:44:27,400 GB,263.3 GB,198.6 MB,1:26:30
SECOM,Success,下午 07:27:57,下午 09:53:08,931.5 GB,508.8 GB,728.3 MB,2:25:10
MAWF,Success,下午 01:17:54,下午 02:26:22,400 GB,263.4 GB,393.1 MB,1:08:27
SECOM,Success,下午 01:28:00,下午 04:02:45,931.5 GB,508.8 GB,1.8 GB,2:34:45
MAWF,Success,上午 03:00:55,上午 07:34:35,400 GB,263.6 GB,12.6 GB,4:33:39
SECOM,Success,上午 05:27:51,上午 07:48:01,931.5 GB,508.8 GB,312.8 MB,2:20:09
MAWF,Success,下午 02:19:16,下午 03:50:13,400 GB,263.6 GB,373.6 MB,1:30:56
MAWF,Success,下午 06:34:33,下午 09:21:10,400 GB,263.6 GB,618.1 MB,2:46:37
MAWF,Success,上午 12:43:26,上午 04:53:52,400 GB,284.6 GB,23 GB,4:10:25
MAWF,Success,上午 10:17:52,上午 11:45:18,400 GB,263.6 GB,598.6 MB,1:27:25
MAWF,Success,下午 06:35:06,下午 08:28:45,400 GB,263.7 GB,1.6 GB,1:53:38
MAWF,Success,下午 11:18:13,上午 01:54:28,400 GB,263.7 GB,199.6 MB,2:36:14
SECOM,Success,上午 05:28:16,上午 06:59:10,931.5 GB,509 GB,361.9 MB,1:30:54
MAWF,Success,上午 10:17:58,上午 11:33:29,400 GB,263.9 GB,681.6 MB,1:15:31
SECOM,Success,上午 10:28:01,下午 01:08:43,931.5 GB,509 GB,1.6 GB,2:40:41
SECOM,Success,下午 03:27:57,下午 05:57:53,931.5 GB,509 GB,384.9 MB,2:29:56
MAWF,Success,下午 09:18:23,下午 10:28:52,400 GB,264.9 GB,196.7 MB,1:10:29
SECOM,Success,下午 09:28:11,上午 12:27:20,931.5 GB,509.1 GB,1.6 GB,2:59:08
SECOM,Success,上午 04:27:49,上午 06:03:10,931.5 GB,509.1 GB,397.9 MB,1:35:21
MAWF,Success,下午 03:17:52,下午 05:51:15,400 GB,264.9 GB,587.7 MB,2:33:22
MAWF,Success,下午 08:18:18,下午 09:45:13,400 GB,264.9 GB,226.7 MB,1:26:54
MAWF,Success,上午 10:18:04,上午 11:29:34,400 GB,264.9 GB,403.2 MB,1:11:29
MAWF,Success,下午 02:17:56,下午 04:42:52,400 GB,264.9 GB,502.2 MB,2:24:56
MAWF,Success,下午 07:30:54,下午 08:56:01,400 GB,264.9 GB,625.2 MB,1:25:07
MAWF,Success,上午 09:17:49,上午 10:32:09,400 GB,264.9 GB,170.7 MB,1:14:19
MAWF,Success,下午 01:18:06,下午 02:43:40,400 GB,264.9 GB,278.7 MB,1:25:34
MAWF,Success,上午 05:17:56,上午 08:51:14,400 GB,265 GB,798.7 MB,3:33:17
SECOM,Success,上午 07:28:12,上午 10:02:17,931.5 GB,509.4 GB,210.4 MB,2:34:05
SECOM,Success,下午 06:28:14,下午 08:45:40,931.5 GB,509.4 GB,260.4 MB,2:17:26
MAWF,Success,下午 11:18:13,上午 01:40:09,400 GB,265 GB,190.7 MB,2:21:55
MAWF,Success,上午 08:18:06,上午 10:38:17,400 GB,264.9 GB,211.2 MB,2:20:10
MAWF,Success,下午 02:17:53,下午 03:21:21,400 GB,265.1 GB,499.7 MB,1:03:27
SECOM,Success,下午 02:28:01,下午 05:14:53,931.5 GB,509.5 GB,499.4 MB,2:46:51
MAWF,Success,下午 04:17:58,下午 05:49:56,400 GB,265.1 GB,779.7 MB,1:31:58
MAWF,Success,下午 08:18:11,下午 10:27:13,400 GB,265.1 GB,654.2 MB,2:09:01
MAWF,Success,上午 08:18:00,上午 09:56:50,400 GB,265.1 GB,188.2 MB,1:38:49
MAWF,Success,上午 11:17:55,下午 12:32:32,400 GB,265.1 GB,797.2 MB,1:14:36
SECOM,Success,上午 11:27:59,下午 01:48:36,931.5 GB,512.2 GB,1.1 GB,2:20:37
MAWF,Success,下午 04:18:02,下午 05:32:33,400 GB,265.1 GB,510.2 MB,1:14:30
SECOM,Success,下午 04:28:05,下午 06:50:30,931.5 GB,512.2 GB,593.6 MB,2:22:24
MAWF,Success,下午 06:28:57,下午 07:28:52,400 GB,265.1 GB,1.6 GB,0:59:54
SECOM,Success,下午 09:28:05,上午 12:03:44,931.5 GB,512.2 GB,1.3 GB,2:35:38
SECOM,Success,上午 02:28:09,上午 05:31:29,931.5 GB,512.4 GB,300.1 MB,3:03:19
MAWF,Success,下午 10:18:18,下午 11:46:23,400 GB,265.1 GB,213.2 MB,1:28:05
MAWF,Success,上午 10:17:43,上午 11:22:03,400 GB,265.2 GB,541.7 MB,1:04:19
MAWF,Success,下午 12:17:56,下午 02:01:47,400 GB,265.2 GB,704.2 MB,1:43:50
MAWF,Success,下午 02:18:10,下午 03:14:06,400 GB,265.2 GB,547.7 MB,0:55:55
MAWF,Success,下午 04:18:10,下午 05:49:20,400 GB,265.2 GB,696.7 MB,1:31:09
MAWF,Success,下午 06:27:51,下午 07:39:48,400 GB,265.2 GB,1.3 GB,1:11:57
MAWF,Success,下午 08:18:06,下午 09:51:54,400 GB,265.2 GB,651.2 MB,1:33:48
MAWF,Success,上午 10:18:14,上午 11:35:27,400 GB,265.3 GB,569.7 MB,1:17:13
SECOM,Success,上午 10:28:01,下午 12:54:51,931.5 GB,512.5 GB,1.4 GB,2:26:50
MAWF,Success,下午 04:18:07,下午 05:57:58,400 GB,265.2 GB,674.7 MB,1:39:51
SECOM,Success,上午 06:28:17,上午 09:00:01,931.5 GB,512.1 GB,1.1 GB,2:31:43
MAWF,Success,下午 02:18:36,下午 05:06:34,400 GB,265.3 GB,1.4 GB,2:47:57
MAWF,Success,下午 10:18:10,上午 01:15:33,400 GB,265.3 GB,421.7 MB,2:57:23
SECOM,Success,上午 06:28:02,上午 08:05:06,931.5 GB,511.5 GB,1008.5 MB,1:37:04
MAWF,Success,下午 04:18:03,下午 05:30:20,400 GB,265.3 GB,479.7 MB,1:12:17
SECOM,Success,下午 04:28:06,下午 06:38:30,931.5 GB,511.7 GB,483 MB,2:10:23
MAWF,Success,下午 06:28:03,下午 07:33:26,400 GB,265.3 GB,281.2 MB,1:05:23
MAWF,Success,下午 08:18:01,下午 09:52:21,400 GB,265.3 GB,332.7 MB,1:34:20
MAWF,Success,下午 10:18:13,下午 11:15:53,400 GB,265.3 GB,274.2 MB,0:57:40
MAWF,Success,上午 08:35:17,上午 09:35:17,400 GB,258.7 GB,126.3 MB,1:00:00
MAWF,Success,上午 10:28:48,上午 11:12:13,400 GB,259.1 GB,127 MB,0:43:24
MAWF,Success,上午 08:39:16,上午 09:26:04,400 GB,259.4 GB,217.2 MB,0:46:48
MAWF,Success,下午 04:29:12,下午 05:29:09,400 GB,260 GB,290.3 MB,0:59:57
MAWF,Success,下午 01:33:29,下午 02:39:01,400 GB,260 GB,226.5 MB,1:05:31
MAWF,Success,下午 08:28:48,下午 09:50:12,400 GB,260.3 GB,257.9 MB,1:21:24
MAWF,Success,下午 11:28:00,上午 12:34:20 (+1),400 GB,260.4 GB,155.7 MB,1:06:19
MAWF,Success,下午 05:19:03,下午 05:21:24,400 GB,4.6 GB,1.2 GB,0:02:20
MAWF,Success,上午 01:16:27,上午 01:24:36,400 GB,24.5 GB,3.6 GB,0:08:09
MAWF,Success,下午 05:29:12,下午 06:11:29,400 GB,261.5 GB,1015.9 MB,0:42:16
MAWF,Success,下午 04:29:09,下午 05:28:49,400 GB,261.5 GB,170.9 MB,0:59:39
MAWF,Success,下午 06:34:14,下午 08:30:54,400 GB,262 GB,1 GB,1:56:39
SECOM,Success,上午 09:28:49,下午 12:55:25,931.5 GB,504.9 GB,923.4 MB,3:26:36
SECOM,Success,上午 05:27:06,上午 07:06:07,931.5 GB,511.6 GB,190.4 MB,1:39:01
MAWF,Success,下午 06:34:13,下午 07:33:12,400 GB,262.6 GB,1.1 GB,0:58:59
MAWF,Success,下午 11:25:36,上午 01:10:31 (+1),400 GB,262.7 GB,146.3 MB,1:44:55
MAWF,Success,下午 05:29:15,下午 06:20:48,400 GB,264.3 GB,1 GB,0:51:32
MAWF,Success,上午 04:16:55,上午 04:21:05,400 GB,8.5 GB,353.7 MB,0:04:10
MAWF,Success,下午 08:29:36,下午 09:17:36,400 GB,264.7 GB,571.2 MB,0:48:00
MAWF,Success,上午 10:17:54,上午 11:48:25,400 GB,265.3 GB,698.7 MB,1:30:30
